Price,id
4081428.0,0
11283948.0,1
15374268.0,2
4223700.0,3
5779800.0,4
6242184.0,5
2178451.08,6
2213218.8,7
4437108.0,8
5593068.0,9
4081428.0,10
5058658.8,11
17517240.0,12
5112900.0,13
4223700.0,14
5593068.0,15
5593068.0,16
5593068.0,17
10181340.0,18
5494366.8,19
11283948.0,20
19437912.0,21
5593068.0,22
5593068.0,23
4223700.0,24
2213218.8,25
4223700.0,26
6242184.0,27
6242184.0,28
13329108.0,29
5593068.0,30
2934360.0,31
4437108.0,32
2213218.8,33
6242184.0,34
13329108.0,35
2934360.0,36
5593068.0,37
6242184.0,38
12685860.72,39
5593068.0,40
5593068.0,41
2934360.0,42
10181340.0,43
5593068.0,44
5593068.0,45
4437108.0,46
6242184.0,47
2213218.8,48
2213218.8,49
10181340.0,50
5593068.0,51
6242184.0,52
4437108.0,53
5593068.0,54
5593068.0,55
5593068.0,56
11870820.0,57
2213218.8,58
13329108.0,59
5593068.0,60
5593068.0,61
15996708.0,62
2125188.0,63
11283948.0,64
5593068.0,65
2178451.08,66
5593068.0,67
5593068.0,68
11283948.0,69
11283948.0,70
2934360.0,71
15996708.0,72
4081428.0,73
5593068.0,74
6242184.0,75
15996708.0,76
2934360.0,77
2213218.8,78
4437108.0,79
5593068.0,80
11283948.0,81
5593068.0,82
7816156.92,83
2213218.8,84
11283948.0,85
11283948.0,86
10181340.0,87
24897600.0,88
5593068.0,89
15996708.0,90
11870820.0,91
2934360.0,92
2178451.08,93
11870820.0,94
5593068.0,95
11870820.0,96
4437108.0,97
2213218.8,98
11283948.0,99
2178451.08,100
2178451.08,101
17517240.0,102
24897600.0,103
9683388.0,104
12685860.72,105
5593068.0,106
2178451.08,107
13880412.0,108
4437108.0,109
9683388.0,110
2649816.0,111
4134780.0,112
2934360.0,113
5593068.0,114
6242184.0,115
4223700.0,116
5593068.0,117
4437108.0,118
5593068.0,119
5494366.8,120
11283948.0,121
2934360.0,122
4223700.0,123
2934360.0,124
13880412.0,125
12685860.72,126
11870820.0,127
5593068.0,128
15996708.0,129
2649816.0,130
11283948.0,131
5593068.0,132
2178451.08,133
4223700.0,134
17517240.0,135
9683388.0,136
10181340.0,137
11283948.0,138
11870820.0,139
12685860.72,140
5593068.0,141
2649816.0,142
5593068.0,143
5593068.0,144
2178451.08,145
2934360.0,146
5593068.0,147
9683388.0,148
11870820.0,149
4081428.0,150
5593068.0,151
5593068.0,152
19437912.0,153
2934360.0,154
11532835.08,155
2213218.8,156
7816156.92,157
13880412.0,158
4437108.0,159
11283948.0,160
11532835.08,161
12685860.72,162
5593068.0,163
5593068.0,164
13880412.0,165
5593068.0,166
13880412.0,167
11870820.0,168
5593068.0,169
5593068.0,170
5593068.0,171
2934360.0,172
2649816.0,173
2925468.0,174
4081428.0,175
5593068.0,176
6242184.0,177
11283948.0,178
19437912.0,179
4437108.0,180
17517240.0,181
13329108.0,182
11283948.0,183
4081428.0,184
4437108.0,185
2178451.08,186
5593068.0,187
5593068.0,188
2934360.0,189
2125188.0,190
4081428.0,191
5593068.0,192
12685860.72,193
2934360.0,194
2178451.08,195
2925468.0,196
6242184.0,197
2036268.0,198
12685860.72,199
11283948.0,200
2934360.0,201
5593068.0,202
11532835.08,203
4081428.0,204
2934360.0,205
4437108.0,206
5593068.0,207
12685860.72,208
6242184.0,209
10181340.0,210
11283948.0,211
4437108.0,212
9683388.0,213
2213218.8,214
11870820.0,215
5593068.0,216
5593068.0,217
2934360.0,218
28045368.0,219
2934360.0,220
11283948.0,221
4223700.0,222
2925468.0,223
12685860.72,224
12685860.72,225
4437108.0,226
5593068.0,227
5593068.0,228
2649816.0,229
4437108.0,230
11283948.0,231
17517240.0,232
11283948.0,233
11283948.0,234
5593068.0,235
11283948.0,236
1769508.0,237
2934360.0,238
2925468.0,239
5593068.0,240
5593068.0,241
5593068.0,242
5593068.0,243
4437108.0,244
11870820.0,245
2934360.0,246
5494366.8,247
10181340.0,248
2213218.8,249
11283948.0,250
5593068.0,251
12685860.72,252
7816156.92,253
4437108.0,254
11283948.0,255
3819114.0,256
2934360.0,257
13329108.0,258
2178451.08,259
5593068.0,260
12685860.72,261
5779800.0,262
10181340.0,263
2934360.0,264
12685860.72,265
6242184.0,266
11283948.0,267
2213218.8,268
11283948.0,269
4081428.0,270
5593068.0,271
4134780.0,272
2649816.0,273
5058658.8,274
5593068.0,275
5494366.8,276
2934360.0,277
11283948.0,278
2934360.0,279
4437108.0,280
5593068.0,281
4223700.0,282
17517240.0,283
4437108.0,284
2934360.0,285
2125188.0,286
4437108.0,287
4437108.0,288
2925468.0,289
2125188.0,290
3085524.0,291
4223700.0,292
12685860.72,293
2125188.0,294
4437108.0,295
2934360.0,296
17517240.0,297
4437108.0,298
2934360.0,299
2125188.0,300
4437108.0,301
4437108.0,302
2925468.0,303
2125188.0,304
3085524.0,305
4223700.0,306
12685860.72,307
2125188.0,308
4437108.0,309
2934360.0,310
17517240.0,311
4437108.0,312
2934360.0,313
2125188.0,314
4437108.0,315
4437108.0,316
2925468.0,317
2125188.0,318
3085524.0,319
4223700.0,320
12685860.72,321
2125188.0,322
4437108.0,323
2934360.0,324
